time, 0.00          ,   1.000000E+00,   5.000000E+00,   1.000000E+01,   2.000000E+01,   3.000000E+01,   4.000000E+01,   5.000000E+01,   6.000000E+01,   7.000000E+01,   8.000000E+01,   1.000000E+02,   1.200000E+02
mout,   5.000000E+00,   5.000000E+00,   5.000000E+00,   5.000000E+00,   5.000000E+00,   5.000000E+00,   5.000000E+00,   5.000000E+00,   5.000000E+00,   5.000000E+00,   5.000000E+00,   5.000000E+00,   5.000000E+00
ms,   1.000000E+02,   1.000000E+02,   1.000000E+02,   1.000000E+02,   1.000000E+02,   1.000000E+02,   1.000000E+02,   1.000000E+02,   1.000000E+02,   1.000000E+02,   1.000000E+02,   1.000000E+02,   1.000000E+02
xsalt,   4.000000E+00,   3.804937E+00,   3.116112E+00,   2.428139E+00,   1.477998E+00,   8.996508E-01,   5.476136E-01,   3.333300E-01,   2.028965E-01,   1.235022E-01,   7.517527E-02,   2.819073E-02,   1.057152E-02
